site_id,time,rh
584987,2023-08-28 14:10:00,75.83333333333333
584987,2023-08-28 14:20:00,76.66666666666667
584987,2023-08-28 14:30:00,77.5
584987,2023-08-28 14:40:00,78.33333333333333
584987,2023-08-28 14:50:00,79.16666666666667
584987,2023-08-28 15:00:00,80.0
584987,2023-08-28 15:10:00,80.66666666666667
584987,2023-08-28 15:20:00,81.33333333333333
584987,2023-08-28 15:30:00,82.0
584987,2023-08-28 15:40:00,82.66666666666667
584987,2023-08-28 15:50:00,83.33333333333333
584987,2023-08-28 16:00:00,84.0
584987,2023-08-28 16:10:00,84.33333333333333
584987,2023-08-28 16:20:00,84.66666666666667
584987,2023-08-28 16:30:00,85.0
584987,2023-08-28 16:40:00,85.33333333333333
584987,2023-08-28 16:50:00,85.66666666666667
584987,2023-08-28 17:00:00,86.0
584987,2023-08-28 17:10:00,86.33333333333333
584987,2023-08-28 17:20:00,86.66666666666667
584987,2023-08-28 17:30:00,87.0
584987,2023-08-28 17:40:00,87.33333333333333
584987,2023-08-28 17:50:00,87.66666666666667
584987,2023-08-28 18:00:00,88.0
584987,2023-08-28 18:10:00,88.66666666666667
584987,2023-08-28 18:20:00,89.33333333333333
584987,2023-08-28 18:30:00,90.0
584987,2023-08-28 18:40:00,90.66666666666667
584987,2023-08-28 18:50:00,91.33333333333333
584987,2023-08-28 19:00:00,92.0
584987,2023-08-28 19:10:00,92.83333333333333
584987,2023-08-28 19:20:00,93.66666666666667
584987,2023-08-28 19:30:00,94.5
584987,2023-08-28 19:40:00,95.33333333333333
584987,2023-08-28 19:50:00,96.16666666666667
584987,2023-08-28 20:00:00,97.0
584987,2023-08-28 20:10:00,96.5
584987,2023-08-28 20:20:00,96.0
584987,2023-08-28 20:30:00,95.5
584987,2023-08-28 20:40:00,95.0
584987,2023-08-28 20:50:00,94.5
584987,2023-08-28 21:00:00,94.0
584987,2023-08-28 21:10:00,92.0
584987,2023-08-28 21:20:00,90.0
584987,2023-08-28 21:30:00,88.0
584987,2023-08-28 21:40:00,86.0
584987,2023-08-28 21:50:00,84.0
584987,2023-08-28 22:00:00,82.0
584987,2023-08-28 22:10:00,79.33333333333333
584987,2023-08-28 22:20:00,76.66666666666667
584987,2023-08-28 22:30:00,74.0
584987,2023-08-28 22:40:00,71.33333333333333
